	SRR7093809	SRR7093811	SRR7093812	SRR7093813	SRR7093814	SRR7093815	SRR7093816	SRR7093819	SRR7093821	SRR7093822	SRR7093824	SRR7093826	SRR7093827	SRR7093828	SRR7093829	SRR7093830	SRR7093832	SRR7093833	SRR7093834	SRR7093835	SRR7093836	SRR7093838	SRR7093839	SRR7093840	SRR7093842	SRR7093843	SRR7093845	SRR7093846	SRR7093847	SRR7093848	SRR7093850	SRR7093852	SRR7093854	SRR7093855	SRR7093856	SRR7093857	SRR7093858	SRR7093859	SRR7093860	SRR7093861	SRR7093862	SRR7093863	SRR7093864	SRR7093865	SRR7093866	SRR7093867	SRR7093869	SRR7093870	SRR7093871	SRR7093872	SRR7093873	SRR7093874	SRR7093875	SRR7093876	SRR7093877	SRR7093878	SRR7093879	SRR7093882	SRR7093883	SRR7093884	SRR7093887	SRR7093888	SRR7093889	SRR7093890	SRR7093891	SRR7093892	SRR7093893	SRR7093894	SRR7093895	SRR7093896	SRR7093897	SRR7093898	SRR7093899	SRR7093900	SRR7093901	SRR7093902	SRR7093903	SRR7093904	SRR7093905	SRR7093906	SRR7093907	SRR7093908	SRR7093909	SRR7093910	SRR7093911	SRR7093912	SRR7093913	SRR7093914	SRR7093915	SRR7093916	SRR7093917	SRR7093918	SRR7093919	SRR7093920	SRR7093921	SRR7093922	SRR7093923	SRR7093924	SRR7093925	SRR7093926	SRR7093927	SRR7093929	SRR7093930	SRR7093931	SRR7093932	SRR7093933	SRR7093934	SRR7093937	SRR7093940	SRR7093942	SRR7093943	SRR7093945	SRR7093946	SRR7093947	SRR7093948	SRR7093950
ENSG00000176101.13	61	62	62	58	61	62	49	63	56	56	50	63	55	55	61	62	54	65	65	59	57	61	58	64	60	52	58	66	62	59	60	64	67	61	62	63	63	66	66	42	24	26	50	54	49	30	38	24	45	25	37	63	63	63	63	67	61	62	66	61	71	59	62	63	62	69	64	60	60	61	61	63	58	68	57	57	62	60	60	62	64	64	64	53	62	64	55	58	59	55	61	59	54	59	45	52	45	58	44	45	66	60	62	58	59	61	62	59	56	60	60	62	60	62	61	52
ENSG00000176124.16	20	28	28	30	24	31	41	31	33	28	10	22	17	9	21	25	19	17	29	24	22	27	24	27	36	17	32	28	24	28	21	26	27	30	28	28	25	20	23	10	23	24	8	15	16	24	21	27	20	22	18	28	29	25	31	25	31	33	25	24	35	20	23	35	29	31	31	27	29	24	22	25	24	31	26	27	28	25	27	24	21	19	19	17	25	18	15	17	24	23	15	27	19	14	26	15	14	18	26	20	26	26	27	20	16	27	14	26	18	22	20	16	20	27	31	24
ENSG00000176142.14	68	68	64	63	69	63	71	60	66	65	73	63	77	74	66	63	73	64	59	70	67	60	68	66	59	76	64	66	59	67	69	60	56	67	57	63	58	67	65	78	79	77	79	72	77	78	82	74	76	79	82	62	70	66	63	74	68	80	78	72	70	69	72	67	66	65	74	70	69	66	69	68	67	66	71	65	60	78	75	69	72	68	76	66	62	79	70	68	78	73	67	71	72	69	78	74	72	78	70	76	67	74	69	74	77	69	75	68	76	76	79	72	65	69	63	76
ENSG00000176170.15	73	80	88	74	86	81	63	82	67	64	75	91	86	82	87	92	85	90	85	84	80	84	81	92	90	80	80	91	85	82	88	81	85	90	76	82	82	88	79	61	38	52	62	61	57	36	52	44	65	36	44	81	90	89	77	80	86	83	87	57	89	79	80	81	83	88	79	84	73	68	74	77	84	80	78	85	88	80	78	77	86	81	91	72	79	83	82	79	72	86	82	77	77	80	60	76	65	56	64	65	75	59	74	70	84	77	74	86	72	67	29	39	75	65	73	65
ENSG00000176208.10	29	27	31	24	27	35	31	31	30	30	18	34	12	13	30	35	13	29	36	40	11	35	23	31	41	14	28	32	36	25	29	33	19	25	33	28	36	18	30	10	18	14	16	10	13	23	18	15	25	12	20	27	28	33	31	25	35	11	19	27	22	24	32	28	31	19	25	28	24	18	19	31	19	23	37	38	31	18	34	32	25	30	22	18	36	18	36	25	13	37	26	25	21	13	10	13	14	5	14	12	28	20	26	21	17	30	11	25	18	14	14	29	28	21	25	26
ENSG00000176222.11	17	17	19	20	19	18	23	16	22	19	37	23	37	24	19	21	28	22	21	24	25	23	23	20	19	30	23	18	19	23	22	17	14	24	17	16	15	17	15	30	37	40	28	37	32	31	31	43	23	37	33	19	17	21	16	21	18	17	17	16	16	23	19	20	18	16	17	20	21	20	20	20	22	19	17	20	17	23	18	21	17	20	19	19	17	24	17	19	27	23	22	18	25	23	31	30	34	34	37	32	18	27	20	29	25	22	23	21	23	27	27	24	20	23	23	23
ENSG00000176225.16	48	63	59	63	58	63	60	65	71	63	44	69	45	51	69	69	59	67	61	67	48	66	58	69	68	54	60	69	76	63	50	60	59	68	63	55	56	51	56	48	55	49	40	39	35	55	41	57	53	42	53	65	64	69	67	28	61	40	40	56	53	65	60	56	65	59	56	63	56	53	45	50	57	51	74	67	59	51	58	59	60	61	51	47	50	65	62	50	48	61	55	54	51	63	47	41	56	61	50	52	52	45	55	43	47	58	30	54	52	27	22	43	48	39	39	43
ENSG00000176248.10	60	58	53	59	61	53	46	56	48	51	64	58	59	62	63	59	60	64	57	51	63	55	57	54	54	58	51	55	58	56	55	56	60	60	51	60	58	68	62	43	36	42	51	51	54	42	46	35	48	41	39	59	57	58	58	58	48	64	63	59	65	58	56	56	50	58	56	53	59	56	62	52	58	54	51	56	51	63	55	57	56	57	65	58	60	60	47	62	60	50	55	56	46	53	46	55	52	60	50	50	59	58	55	55	53	55	59	56	58	54	55	62	57	58	56	51
ENSG00000176340.4	88	84	83	77	83	79	63	83	68	70	76	86	78	80	84	86	80	88	85	82	83	84	83	86	85	78	84	84	84	85	84	87	88	80	87	86	86	87	89	63	52	55	69	79	69	64	63	53	73	47	70	89	87	85	88	87	81	86	87	87	91	86	87	87	85	90	89	85	85	85	86	86	85	86	82	83	88	86	82	85	85	86	84	83	85	86	79	83	84	78	83	85	72	80	69	71	68	69	70	69	88	85	86	84	84	86	80	85	82	88	82	88	88	87	87	84
ENSG00000176386.10	44	38	38	39	35	39	41	36	44	39	43	36	47	45	37	36	46	38	39	43	43	38	38	41	37	46	38	40	43	42	45	34	36	37	38	36	40	36	35	50	59	54	50	65	54	53	56	50	49	61	51	39	37	44	39	47	46	43	46	52	42	44	36	43	37	51	43	39	34	36	38	38	41	35	41	41	35	42	35	42	36	38	43	33	36	45	38	39	42	42	37	36	51	42	40	43	48	57	47	46	43	46	40	46	49	40	43	39	46	47	52	39	41	46	43	48
ENSG00000176454.16	52	52	48	55	56	43	57	58	52	56	55	43	46	44	51	48	64	48	43	40	58	48	42	58	52	42	47	48	40	46	66	47	52	47	54	44	55	58	59	43	36	42	45	50	54	33	38	41	47	36	56	58	51	50	55	78	50	60	80	57	51	47	41	40	44	52	50	49	49	53	62	53	49	48	45	50	44	56	56	41	43	46	59	54	46	47	41	62	51	49	47	53	45	46	51	46	45	42	44	44	54	51	54	47	48	71	60	44	47	68	54	53	58	63	60	72
ENSG00000176542.10	42	37	45	45	40	44	47	37	46	47	47	41	54	59	39	37	43	39	38	42	44	36	39	39	37	54	39	40	34	38	43	36	34	37	38	42	35	36	38	56	66	59	58	57	57	65	56	62	52	61	59	35	41	36	36	41	41	51	40	47	32	34	35	37	36	33	33	42	38	35	36	41	39	32	41	43	36	45	43	44	43	43	47	41	38	43	45	41	46	42	42	45	55	46	57	64	56	66	56	53	37	46	43	43	48	36	46	38	45	43	42	41	41	41	50	48
ENSG00000176619.14	96	95	90	93	94	95	95	97	94	96	86	94	74	86	94	94	86	95	94	95	80	95	93	92	95	81	91	93	94	92	88	97	93	90	94	96	96	94	97	74	55	64	74	71	77	73	75	72	86	54	66	96	93	95	95	88	94	83	90	93	95	87	93	94	93	93	94	93	89	90	90	94	90	94	92	90	94	89	94	94	94	93	89	87	95	89	93	88	86	92	92	92	89	89	74	80	76	69	80	80	95	91	93	90	83	93	69	92	89	84	85	95	94	94	93	90
ENSG00000176658.18	84	90	94	91	80	87	90	90	92	91	96	88	96	94	93	93	91	87	90	84	96	92	94	86	77	97	92	94	89	92	94	84	87	95	87	96	89	94	90	97	97	98	98	96	99	98	98	95	96	98	95	40	93	86	71	90	81	90	61	86	96	93	93	90	87	85	69	85	90	96	96	89	89	85	92	85	94	86	94	83	94	95	96	95	90	94	95	93	96	97	97	91	97	96	98	96	95	97	97	97	85	90	95	92	94	79	95	92	96	84	94	50	85	81	59	51
ENSG00000176697.21	71	54	66	39	76	48	26	63	50	48	42	75	79	49	57	74	65	26	37	23	55	40	52	85	66	73	54	57	22	63	86	35	66	65	54	43	65	76	47	35	49	50	26	50	52	22	44	80	52	54	70	83	90	79	67	66	84	89	87	81	78	83	80	85	83	79	83	81	83	77	68	75	80	78	87	87	83	75	50	62	54	84	87	78	66	76	49	84	64	78	75	86	58	55	84	85	60	71	81	79	65	79	68	61	92	74	75	76	84	89	54	78	80	81	71	79
ENSG00000176720.7	94	77	87	91	89	48	39	53	75	44	71	83	83	60	83	55	95	74	77	75	65	59	87	87	42	91	55	51	35	51	61	65	92	90	83	93	45	90	68	40	33	50	87	49	52	33	37	37	47	37	44	56	90	59	85	94	53	92	69	66	66	62	63	50	87	95	95	65	68	89	70	66	60	67	69	58	69	94	55	54	59	52	91	87	87	87	56	69	87	54	59	64	27	63	62	55	55	56	48	48	87	89	75	65	87	80	93	58	81	71	88	90	67	88	91	63
ENSG00000176749.10	18	19	21	12	14	13	11	16	13	19	10	18	11	5	20	16	11	13	20	14	16	18	14	19	12	12	13	18	14	17	18	15	17	20	18	25	25	16	20	7	12	8	12	8	5	13	6	17	8	12	22	17	23	18	11	23	15	18	11	17	15	21	20	18	14	17	16	21	17	19	19	16	16	15	17	15	14	18	19	19	10	21	22	17	19	9	13	23	12	15	13	20	12	13	24	16	11	22	10	13	19	22	21	18	22	19	22	20	14	17	13	15	19	14	19	17
ENSG00000176845.13	50	87	65	80	88	60	39	59	56	69	72	62	78	92	82	75	89	83	81	46	89	84	81	42	91	89	79	69	65	82	83	83	94	92	80	82	78	93	87	50	37	34	53	57	49	35	35	43	53	35	58	83	88	65	88	67	41	76	93	61	83	82	72	81	34	59	80	69	76	60	72	66	82	61	62	84	82	48	82	65	75	62	89	61	63	87	57	39	55	63	69	39	48	52	45	65	46	51	53	52	74	75	71	87	46	81	38	84	54	43	52	63	36	26	45	37
ENSG00000176871.10	87	89	93	89	92	89	88	91	89	90	82	94	86	88	91	92	88	89	91	89	84	91	87	92	90	88	91	92	91	88	89	90	92	91	91	90	90	90	90	82	79	84	80	79	80	85	83	89	86	81	90	91	93	90	91	90	93	92	92	90	90	86	91	92	92	91	91	90	92	89	87	92	91	91	93	93	91	90	89	92	92	91	94	87	92	89	89	89	87	91	90	91	88	90	89	89	85	83	89	89	90	88	90	88	91	90	89	90	88	89	80	87	89	90	90	91
ENSG00000176890.17	91	89	83	80	86	88	87	91	83	87	72	83	44	67	82	85	51	89	90	90	65	91	87	78	92	64	87	88	88	84	78	91	75	80	87	93	91	73	91	62	59	56	48	66	66	71	60	61	76	46	55	91	86	85	87	81	89	64	79	87	88	79	90	91	89	88	89	89	85	80	88	89	82	88	86	86	89	80	92	90	87	83	81	78	90	69	87	80	63	87	86	78	82	77	49	46	56	39	58	52	92	84	88	85	68	92	42	87	81	59	65	91	88	88	91	86
ENSG00000176896.10	8	10	7	12	9	16	12	9	13	14	14	7	14	10	11	11	12	10	13	12	11	9	12	14	14	13	10	11	7	10	13	11	11	9	11	9	11	13	10	18	26	22	16	17	20	14	23	22	16	29	22	11	12	8	9	18	10	12	8	11	11	13	11	4	14	10	11	12	10	9	12	10	16	12	10	10	8	12	13	16	7	11	10	13	11	16	9	9	14	11	14	11	13	12	19	12	16	21	17	10	11	11	10	9	15	11	17	11	11	16	12	13	12	12	12	15
ENSG00000176903.5	66	78	77	76	74	74	75	73	71	77	70	77	72	72	77	74	73	78	76	77	71	76	75	76	73	74	79	71	73	79	76	78	78	77	84	77	78	79	79	74	74	74	70	76	73	79	72	75	74	69	79	74	75	76	75	76	75	75	74	72	75	76	75	72	71	76	73	77	75	77	75	74	73	76	77	79	76	73	74	76	73	76	78	76	75	72	74	82	74	76	75	79	70	74	77	75	73	75	73	76	76	72	75	76	75	79	78	76	77	73	77	74	74	71	73	74
ENSG00000176915.15	86	89	91	88	89	87	85	88	85	86	89	91	91	91	90	90	89	90	91	89	89	88	89	90	91	89	90	89	89	84	90	90	90	89	88	89	88	91	90	86	81	87	87	82	88	85	83	84	89	84	86	92	92	89	88	90	89	89	92	90	92	89	87	89	88	90	86	89	88	90	89	89	88	91	91	88	90	89	91	89	91	90	91	90	87	88	89	89	88	88	88	87	88	89	86	90	89	82	89	88	90	88	90	89	89	87	90	90	86	88	85	90	88	86	87	90
ENSG00000176928.8	18	15	12	13	10	11	13	10	7	11	35	9	40	28	16	14	36	10	26	14	54	15	14	21	17	28	14	16	15	12	14	16	10	11	12	20	15	16	15	32	52	50	40	27	29	31	48	35	37	36	31	19	15	12	7	49	15	44	11	19	15	27	29	22	14	11	20	27	15	11	21	21	19	9	10	9	18	22	19	10	13	23	25	33	13	38	14	18	33	18	16	17	56	50	54	63	43	45	49	59	23	16	20	25	27	24	66	14	22	37	54	49	33	30	46	45
ENSG00000176953.14	70	70	69	71	71	67	64	70	65	70	69	72	65	66	71	66	64	66	69	68	71	74	67	68	72	67	68	69	73	66	63	75	71	68	72	75	74	72	73	67	61	69	72	53	69	70	68	66	70	68	66	73	71	74	71	68	73	70	71	72	70	65	70	66	69	69	74	72	73	70	70	73	65	71	67	67	68	70	74	72	69	70	75	65	69	67	64	74	66	66	73	72	74	70	69	70	69	66	67	70	65	63	64	63	63	67	70	67	67	63	66	66	64	62	64	61
ENSG00000176971.4	28	15	21	28	15	12	16	18	13	10	43	22	45	19	23	27	40	19	17	12	21	17	20	13	25	44	21	22	22	25	20	19	12	40	5	19	13	16	17	65	65	57	57	67	56	57	51	55	29	83	60	20	24	18	47	30	24	60	47	38	33	34	28	30	45	50	53	26	56	27	31	60	44	55	38	18	15	43	55	27	31	32	23	27	22	24	22	32	49	27	44	21	40	22	55	62	32	50	56	50	25	83	63	40	42	33	19	34	33	40	58	53	30	35	42	70
ENSG00000177030.20	39	38	42	38	38	35	39	38	38	35	52	35	51	42	40	41	43	33	45	36	55	32	39	34	45	35	38	34	35	40	40	39	50	45	35	36	32	43	38	48	51	50	55	54	64	49	50	52	47	47	59	37	39	35	36	43	48	55	48	40	49	46	43	34	40	45	39	33	46	48	49	47	48	42	35	41	41	42	51	37	42	40	38	55	34	45	35	54	47	37	50	36	53	50	55	63	59	58	52	59	35	49	41	45	56	42	54	42	48	43	49	36	36	41	47	54
ENSG00000177034.18	49	45	54	60	61	59	61	49	61	65	70	64	62	52	58	56	55	51	50	59	51	51	55	52	53	57	55	51	55	60	55	51	54	64	52	50	49	40	46	71	77	74	72	69	70	77	77	73	74	78	70	47	56	56	50	42	60	44	56	51	36	58	50	55	61	35	48	52	51	56	49	55	52	50	59	62	59	58	64	58	56	58	57	55	58	60	59	60	59	61	67	55	66	53	70	64	64	67	70	64	50	53	60	57	60	52	51	52	67	57	58	51	52	47	48	57
ENSG00000177045.11	44	38	31	40	44	36	40	42	36	37	50	33	52	47	38	32	49	48	35	33	47	40	47	36	36	46	34	31	36	38	40	45	46	37	31	42	39	51	44	36	28	26	42	46	45	27	34	18	36	28	29	38	34	36	42	44	30	45	42	35	41	39	33	33	38	42	46	40	36	43	47	36	38	37	41	35	39	41	38	39	42	36	46	38	44	43	40	37	50	42	41	41	33	37	31	36	35	38	27	31	41	43	36	44	39	41	56	41	40	31	45	41	37	42	33	36
ENSG00000177051.7	22	20	20	30	25	18	27	24	18	21	24	24	31	25	22	27	31	22	21	20	23	19	26	24	25	20	20	25	24	21	18	22	24	22	19	23	23	25	23	21	19	16	19	24	19	16	13	18	17	19	22	22	21	24	22	25	18	20	22	20	22	18	20	18	22	24	22	23	19	19	21	19	28	17	21	20	30	20	19	20	20	22	20	26	20	28	19	19	21	21	20	20	20	18	23	28	22	22	24	18	26	25	18	18	24	21	36	21	17	22	23	23	20	19	20	21
ENSG00000177084.20	81	76	78	68	67	73	58	79	68	66	64	83	43	58	78	83	52	78	71	76	54	80	77	69	77	47	64	76	75	69	73	76	70	71	82	71	78	73	82	41	40	51	52	52	53	39	49	49	53	47	51	81	83	81	78	63	80	59	73	73	85	70	81	75	78	78	68	67	73	73	71	84	68	74	78	73	82	67	83	75	76	78	70	70	80	69	79	72	52	78	71	74	65	59	55	51	53	54	46	50	73	67	67	65	53	76	45	75	68	56	59	77	77	68	67	66
ENSG00000177105.11	68	67	73	67	72	63	67	75	65	66	60	66	61	65	66	70	65	72	66	62	67	60	66	73	67	67	62	64	65	63	68	70	80	71	68	68	67	72	72	53	47	52	61	66	58	53	52	51	56	54	57	59	69	63	67	71	63	69	68	63	72	67	65	68	68	74	67	66	67	71	69	68	68	68	68	60	66	66	63	67	68	68	67	60	65	67	61	66	67	65	64	68	56	66	56	61	56	56	55	55	70	67	63	63	65	61	71	63	61	67	65	70	67	68	62	63
ENSG00000177106.18	58	71	72	64	68	49	57	60	65	55	84	67	76	77	73	54	63	59	69	62	76	64	76	64	66	52	75	67	64	68	68	64	74	82	59	72	73	81	66	56	56	35	56	61	59	59	57	60	71	44	80	68	63	50	62	67	48	75	83	68	66	71	69	55	50	83	56	47	69	73	71	60	78	64	65	52	60	62	68	62	66	58	74	75	60	70	63	72	70	51	73	68	69	71	71	68	69	56	70	62	48	82	48	72	68	57	66	72	80	69	59	53	65	56	64	43
ENSG00000177119.18	89	90	92	90	89	89	91	89	92	91	92	88	92	92	89	91	92	88	89	89	91	91	92	88	88	91	94	90	88	92	90	91	86	91	90	90	88	85	88	93	93	94	92	88	92	93	92	93	92	93	93	86	89	89	88	93	92	92	83	91	83	90	90	87	89	84	90	90	92	91	90	91	90	90	93	88	91	92	92	91	90	89	91	93	90	89	91	91	91	93	91	91	93	92	94	91	92	92	95	94	89	92	91	91	91	89	92	90	91	88	89	87	90	87	90	92
ENSG00000177125.7	31	28	32	35	30	35	36	29	35	30	39	31	45	33	30	31	37	28	30	35	31	28	30	28	27	36	28	28	31	31	33	30	30	31	26	26	27	27	27	47	55	51	46	41	46	51	51	48	40	53	52	25	32	26	30	36	33	29	30	28	29	31	31	27	30	23	27	32	30	28	25	31	27	29	36	38	32	31	36	33	31	33	33	37	34	31	39	34	41	36	34	31	40	36	41	47	39	44	41	42	30	31	32	35	30	28	47	33	35	36	34	26	25	26	26	33
ENSG00000177156.12	85	83	85	89	85	81	85	87	87	88	81	86	79	75	81	87	84	82	85	81	78	83	82	86	83	79	83	85	86	85	83	81	81	84	82	83	79	88	81	63	78	61	73	74	73	84	71	69	69	78	74	87	87	86	90	91	88	84	93	87	92	90	89	90	88	91	84	86	84	88	88	89	87	87	89	89	90	86	87	84	88	85	86	81	85	86	85	87	86	84	86	87	75	75	74	73	73	69	72	71	87	86	84	84	83	89	80	85	82	89	88	82	85	85	88	80
ENSG00000177169.11	67	64	78	71	67	55	55	60	58	58	73	71	76	74	72	67	74	62	62	57	74	58	76	59	47	72	59	69	57	67	69	61	71	77	56	60	56	75	62	47	34	38	60	48	62	41	45	33	48	37	54	63	59	63	67	67	55	72	69	56	67	70	68	53	56	67	57	56	69	69	79	67	66	61	62	64	74	69	65	63	71	59	72	69	59	62	59	73	74	70	71	72	44	54	55	65	57	64	53	51	73	74	55	71	61	59	81	68	70	61	65	67	67	59	63	52
ENSG00000177189.15	79	70	72	73	72	71	75	69	78	73	80	74	83	82	76	78	81	71	72	75	81	70	74	77	79	86	74	78	76	77	78	78	69	80	74	76	73	54	69	87	85	87	85	76	88	86	88	85	88	86	80	80	76	78	74	64	79	77	61	79	55	78	78	73	73	59	77	84	75	72	68	72	79	72	78	78	80	76	72	75	73	75	75	82	70	78	79	81	79	79	71	79	84	84	85	87	85	74	85	89	69	73	74	72	80	73	73	75	75	81	83	73	78	75	69	79
ENSG00000177192.15	42	35	46	32	36	33	30	40	28	34	31	37	32	31	36	36	32	33	44	35	32	40	32	36	44	31	31	39	35	31	34	41	41	48	42	33	42	40	38	32	25	26	32	27	31	24	25	18	27	26	25	35	36	30	37	42	32	38	38	39	35	27	31	35	35	39	38	34	27	30	28	35	37	36	35	29	35	37	31	36	35	28	34	30	36	36	31	31	31	27	29	39	33	34	26	37	25	28	31	28	38	35	34	32	38	30	34	32	30	34	32	35	31	33	34	31
ENSG00000177225.17	76	84	73	76	85	74	58	78	62	74	79	77	68	70	78	77	72	77	68	66	84	77	71	75	77	76	75	75	69	70	67	75	82	74	71	78	73	87	82	68	48	46	63	71	62	67	52	46	72	44	45	69	79	84	75	74	58	80	76	77	80	77	79	70	76	80	81	64	75	81	77	71	71	64	65	69	79	76	76	72	74	66	81	82	69	76	70	73	80	69	73	78	66	76	67	65	65	77	58	63	68	75	69	69	70	69	74	71	75	76	77	74	70	76	64	57
ENSG00000177283.8	18	33	25	29	34	20	19	37	18	29	12	34	43	30	26	37	48	38	22	18	14	25	30	39	30	28	25	37	26	38	42	18	44	57	21	31	33	41	21	11	17	20	7	13	18	7	15	29	17	21	42	40	45	33	53	12	36	48	34	26	66	44	39	39	41	35	33	36	37	37	40	40	38	32	28	53	51	44	30	24	31	42	44	29	40	38	44	55	36	40	32	40	12	11	24	22	23	30	18	30	36	13	42	26	44	40	11	49	44	32	12	6	33	34	20	27
ENSG00000177302.17	62	64	74	45	56	53	51	60	56	56	52	61	53	53	62	61	54	57	68	57	52	71	56	55	64	61	59	67	63	53	65	66	54	66	61	55	63	64	64	55	57	63	54	47	59	58	62	55	55	50	58	67	61	63	62	66	68	59	59	55	67	61	68	54	62	56	54	64	62	58	51	59	58	65	55	54	59	65	61	63	54	63	61	50	60	59	61	56	51	70	57	57	54	47	53	49	51	50	58	53	60	61	62	48	58	60	65	61	57	47	58	58	58	51	59	64
ENSG00000177352.11	49	45	43	46	46	46	45	52	41	42	45	48	46	50	46	46	47	48	47	51	48	45	48	44	48	48	46	46	44	43	44	45	48	50	37	45	42	49	44	43	34	40	46	48	46	40	41	37	41	39	42	44	44	43	46	48	43	49	50	48	51	48	42	44	40	51	48	44	46	50	47	41	42	46	42	42	47	46	43	39	43	49	43	47	42	48	44	41	46	37	42	43	44	47	45	43	41	44	41	43	51	45	46	46	47	47	51	45	44	46	47	48	46	44	46	45
ENSG00000177363.6	17	20	21	23	11	24	37	16	34	28	45	13	7	28	17	11	23	11	11	22	34	14	24	6	6	12	16	9	13	11	26	14	30	11	27	25	13	28	15	54	53	45	66	71	64	62	47	45	48	49	24	19	6	5	15	3	6	21	20	14	13	26	10	5	9	10	11	10	25	28	20	13	12	15	12	5	9	5	9	9	1	5	6	41	6	6	17	24	32	8	14	11	47	57	50	41	34	63	27	36	13	13	14	12	32	15	9	11	13	37	77	21	23	24	15	19
ENSG00000177374.14	71	55	46	42	56	37	24	48	27	23	62	52	57	60	53	54	61	54	43	46	45	59	54	45	43	57	33	59	34	40	53	53	60	46	45	58	51	60	50	33	20	28	33	33	31	20	29	10	30	18	20	56	44	41	42	54	24	42	25	30	55	35	41	39	45	46	59	54	24	33	53	36	49	38	35	32	57	54	40	47	51	32	40	53	52	49	43	37	51	44	38	40	29	22	12	26	15	15	21	15	54	43	55	40	46	37	68	46	39	54	45	39	34	48	38	23
ENSG00000177410.14	58	62	67	64	63	69	63	63	68	71	71	62	78	67	65	68	72	69	65	65	74	66	67	69	69	76	65	71	65	67	70	64	64	76	57	62	60	65	64	76	82	81	76	89	79	75	80	71	75	80	77	65	68	67	74	78	76	69	63	67	77	73	71	71	66	72	65	63	68	68	74	64	59	65	66	75	81	70	74	69	72	69	65	74	59	76	77	63	69	73	70	61	71	70	74	85	78	78	72	81	67	66	67	71	60	58	78	73	69	79	85	68	57	66	58	66
ENSG00000177427.14	33	41	39	33	32	25	20	35	24	21	38	39	32	34	36	38	28	33	32	27	39	33	36	35	25	33	30	34	29	36	31	35	49	37	44	38	40	43	43	24	17	20	23	21	23	20	19	27	24	22	28	26	37	28	33	32	26	46	46	32	41	40	35	34	33	44	39	29	44	45	43	35	41	33	43	32	30	28	36	33	30	31	38	42	30	35	28	42	37	36	31	33	19	28	27	23	28	37	28	30	33	49	31	27	36	27	43	30	35	41	32	37	38	30	43	27
ENSG00000177432.8	23	18	25	18	26	20	21	22	19	19	23	21	25	21	19	20	25	19	17	20	22	17	16	25	20	23	24	23	22	20	20	20	22	30	21	20	19	22	19	29	33	35	26	29	26	40	26	46	23	30	37	24	22	21	17	30	22	30	28	25	17	24	21	27	25	18	21	24	19	22	18	20	24	21	26	28	25	26	19	21	17	24	28	26	21	27	20	23	23	23	23	21	26	29	43	35	36	36	34	35	23	21	23	24	36	27	31	25	26	26	25	21	24	24	25	29
ENSG00000177485.8	43	33	37	48	47	52	47	42	46	43	55	44	49	44	43	48	50	39	39	47	39	38	37	42	39	46	45	40	43	51	41	38	40	44	44	38	38	32	34	64	68	67	63	54	54	64	64	60	59	67	60	33	34	43	35	30	47	33	31	35	25	41	37	36	47	26	37	42	46	41	36	43	45	38	51	51	44	44	44	46	43	43	37	48	49	47	52	47	48	52	47	50	47	45	54	50	55	48	53	49	42	41	42	42	47	39	44	36	49	46	47	43	42	37	38	51
ENSG00000177542.12	45	43	48	35	51	30	20	44	36	31	36	49	41	37	47	44	34	46	38	28	37	40	35	58	52	36	41	53	39	44	46	42	54	56	45	34	44	59	50	28	10	11	39	25	30	13	30	15	29	22	20	49	59	42	44	42	36	47	48	39	56	49	42	40	43	50	40	39	38	41	42	45	41	44	39	40	40	50	52	39	44	42	36	34	38	40	37	40	37	30	40	31	27	26	28	38	20	23	30	24	52	51	51	41	49	48	31	39	32	47	37	43	40	48	46	38
ENSG00000177548.14	41	41	44	39	44	35	40	41	33	35	44	47	44	48	44	43	46	39	43	48	47	44	41	48	38	47	37	45	42	37	41	43	56	59	44	42	45	51	44	34	31	26	47	34	42	22	28	27	36	18	49	47	42	46	44	42	38	53	42	37	48	42	37	35	46	49	43	38	39	49	46	45	46	47	43	39	46	46	39	46	39	44	57	46	44	47	36	43	40	45	42	42	29	44	38	42	36	35	27	36	41	41	37	39	47	44	42	37	40	36	41	45	41	39	38	41
ENSG00000177576.13	34	40	41	49	49	47	55	42	59	48	44	47	57	44	46	48	55	38	40	50	42	38	40	44	41	55	52	36	47	51	53	37	44	51	42	42	38	32	35	55	71	66	48	54	49	65	61	70	50	60	69	35	47	47	44	46	55	41	47	43	34	49	46	47	55	44	41	43	47	41	38	46	51	38	63	65	52	48	48	43	46	50	41	54	53	52	54	56	52	60	54	54	59	51	65	64	72	78	67	60	36	48	55	51	63	50	52	45	56	62	56	44	43	48	45	53
ENSG00000177602.5	24	29	28	21	20	25	16	26	21	22	7	28	7	9	25	30	10	26	31	29	11	32	22	23	33	11	22	33	31	21	24	30	20	25	27	25	27	22	31	6	10	9	7	4	6	9	10	9	11	8	10	25	28	28	28	22	32	9	21	21	27	20	28	25	31	27	22	21	27	20	19	24	18	22	26	27	26	14	27	25	26	23	21	14	29	13	26	23	9	26	22	23	16	15	8	7	7	3	12	7	23	16	18	17	12	23	9	22	14	11	9	23	22	16	20	18
ENSG00000177606.9	83	94	92	93	93	90	86	91	92	91	91	92	73	91	91	90	87	92	90	92	90	92	95	84	93	85	93	93	94	92	73	93	97	93	96	94	93	92	92	74	67	66	76	76	67	76	74	73	77	68	61	92	87	87	92	79	76	84	78	88	88	86	86	80	88	92	88	87	90	95	93	80	91	89	86	92	93	90	85	87	88	83	81	84	87	81	90	82	78	85	89	90	86	89	76	83	82	78	82	75	87	86	90	84	90	84	94	93	89	82	79	81	86	84	84	83
